,text
19721,"RT @ahmermkhan: THREAD:
This award comes at a time when my fellow journalists in #Kashmir have been harassed and stopped from performing th…"
19722,If state sponsored #violence can happen in #Jamia &amp; Goons can attack #JNU students with Police Support in national… https://t.co/zHVEZicSCO
19723,"RT @ProtonVPN: #Kashmir just emerged from a 6 month Internet blackout. Now the Indian government is blocking social media, news sources, an…"
19724,"RT @pressfreedom: #Jammu and #Kashmir police question three journalists amid social media ban
https://t.co/VbAE1r04So"
19725,"#Kashmir #mumbai #Delhi
#indianfashion#style#mensfashion#men#menshair#clothes#clothingbrand#indianmen#portrait#port… https://t.co/vApqA2xJJE"
19726,"RT @KASHMlRandME: There was alot of criticism on @ImranKhanPTI and Pakistan for not responding to the letter of Syed Ali Geelani.
The lette…"
19727,"RT @CPJKashmir: Indian police open case against hundreds in #Kashmir for using VPN. This is arguably first such case in world

https://t.co…"
19728,RT @purpleremnants: India’s use of “non-lethal” pellet guns against protestors in #Kashmir resulted in the world’s first mass blinding. The…
19729,"RT @HusnynNaveed: LoC Update :

Clashes started between Pakistan Army and Indian Army about an hour ago in multiple sectors of Poonch Distr…"
19730,"RT @_krantikaari_: #Kashmir
A place where the color of the snowflakes has change into red..

So you still think everything's normal over th…"
19731,RT @PraveenaShivram: 200 days. #kashmir
19732,@HerNameIs_Bea's account has been withheld in India in response to a legal demand. Learn more.
19733,"They asked me for drugs . 
        So i told them about your smile 🥀

      I miss you a lot, mom 💗🤷🏾

#missinghome… https://t.co/h4auVQzFEd"
19734,"@carin__fischer If u understands Hindi then do watch beautifully written poem by Dr @drsumitdubey on #kashmir 
He h… https://t.co/JMwoBJufVZ"
19735,RT @Afreena021: @majorgauravarya #Pakistan can do anything....for the sake of money... shameful act of Pakistan by illegally trafficking gi…
19736,"200 Days Of Post 370 Abrogation,Protest On Jantar Mantar By Activists.
#kashmir #kashmiri.
https://t.co/1nY3ls1hHV"
19737,RT @Natsecjeff: So Pakistani PM Imran Khan had replied to the letter of Jammu Kashmir’s separatist leader Syed Ali Shah Geelani in December…
19738,"RT @IramAKhanPK: 200 days of curfew !
#Kashmir 🍁 https://t.co/i8MTDefuTe"
19739,RT @maam_khatam: Haneef can’t get over the trauma of not seeing his father before his demise. He just didn't have the money for the travel.…
19740,"RT @PawanDurani: Dear @RSSorg , please remove @ArunKumRSS from #Kashmir affairs as he appears to have a bias against Kashmiri Hindus I hope…"
19741,"RT @nilanjanaroy: So much courage around us.

""I want to dedicate this award to the courageous and resilient journalists from Kashmir who h…"
19742,RT @JournalistJmu: An mesmerizing view of  C17 Globe Master of @IAF_MCC flying above the tricolor with eye catching color background by clo…
19743,"RT @Samiyalatief: ""Everyone - neighbours, relatives - tell me that I should have patience but how much? He was my whole world and his absen…"
19744,"RT @ahmermkhan: THREAD:
This award comes at a time when my fellow journalists in #Kashmir have been harassed and stopped from performing th…"
19745,"RT @DrAmbardar: How can you be an honest, ethical committee on #Kashmir without having a single indigenous Kashmiri Hindu/Indian in your gr…"
19746,"RT @ProtonVPN: #Kashmir just emerged from a 6 month Internet blackout. Now the Indian government is blocking social media, news sources, an…"
19747,RT @SkyVPN: #kashmir We know Kashmir people are fighting for online freedom because of the Indian government is blocking everything there.…
19748,"RT @HusnynNaveed: LoC Update :

Clashes started between Pakistan Army and Indian Army about an hour ago in multiple sectors of Poonch Distr…"
19749,"RT @CPJKashmir: Indian police open case against hundreds in #Kashmir for using VPN. This is arguably first such case in world

https://t.co…"
19750,200 days. #kashmir
19751,"RT @ahmermkhan: THREAD:
This award comes at a time when my fellow journalists in #Kashmir have been harassed and stopped from performing th…"
19752,"RT @Samiyalatief: My blood boils, my heart cries and I feel so helpless. Can't begin to even imagine what it is like for them. #PSA #Kashmi…"
19753,"RT @ahmermkhan: THREAD:
This award comes at a time when my fellow journalists in #Kashmir have been harassed and stopped from performing th…"
19754,"RT @CPJKashmir: Indian police open case against hundreds in #Kashmir for using VPN. This is arguably first such case in world

https://t.co…"
19755,"RT @jktourismsites: Shrine Hazratbal, Srinagar on the bank of Dal Lake. 
Worth seeing sight in the evening. 
#Kashmir https://t.co/YKkqIix2…"
19756,RT @roselxjackson: Looking to speak to people with friends or family in #Kashmir about the police targeting social media users. DMs are ope…
19757,"RT @KASHMlRandME: There was alot of criticism on @ImranKhanPTI and Pakistan for not responding to the letter of Syed Ali Geelani.
The lette…"
19758,"RT @ProtonVPN: #Kashmir just emerged from a 6 month Internet blackout. Now the Indian government is blocking social media, news sources, an…"
19759,"RT @CPJKashmir: Indian police open case against hundreds in #Kashmir for using VPN. This is arguably first such case in world

https://t.co…"
19760,@HerNameIs_Bea's account has been withheld in India in response to a legal demand. Learn more.
19761,"RT @imMAK02: 200 days of 'Normalcy' in Kashmir.

They still don't have fast internet, if they use VPN then it is crime now.

They can't eve…"
19762,"RT @CPJKashmir: Indian police open case against hundreds in #Kashmir for using VPN. This is arguably first such case in world

https://t.co…"
19763,RT @purpleremnants: India’s use of “non-lethal” pellet guns against protestors in #Kashmir resulted in the world’s first mass blinding. The…
19764,"RT @KASHMlRandME: There was alot of criticism on @ImranKhanPTI and Pakistan for not responding to the letter of Syed Ali Geelani.
The lette…"
19765,"@standwkashmir @Princeton The poem by Dr @drsumitdubey on #kashmir . do watch n share 
https://t.co/IQcXdbtbqW"
19766,"RT @NitashaKaul: Herat* Mubarak! Lassiv, badiv te faliv.
We shall overcome! #Kashmir 

[I know it’s herath, but I like the anagram of heart…"
19767,@HerNameIs_Bea's account has been withheld in India in response to a legal demand. Learn more.
19768,"RT @ProtonVPN: #Kashmir just emerged from a 6 month Internet blackout. Now the Indian government is blocking social media, news sources, an…"
19769,"With
aaqib_ibni_nabi 
bhat__mudu99 .
#Kashmir #mumbai #Delhi
#indianfashion#style#mensfashion#men#menshair#clothes#… https://t.co/FP3gLEmWQU"
19770,"RT @SaniaAhmad1111: 200 days of captivity. 
200 days of shame.

#Kashmir"
19771,"Thanks
gdcsumbal 
gdc_sumbal_music 
#Award #Musician #Kashmir
.
#RapperShahzad 
#HipHopLife #Artist #Musician… https://t.co/dhK4ZRMmX4"
19772,Journalist from #Kashmir wins AFP's Kate #WebbPrize for coverage of  India-imposed ongoing #lockdown in occupied Ka… https://t.co/dEO9XDYPt8
19773,"RT @ahmermkhan: THREAD:
This award comes at a time when my fellow journalists in #Kashmir have been harassed and stopped from performing th…"
19774,"RT @Wajahatfarooqbt: Today @saveyouthsave Sent Cricket team frm Baramulla to Ganderbal to participate in #Kashmir Cricket Championship, the…"
19775,"RT @Mia121Mia: New #Kashmir after the abrogation of 370 . i am so happy
Retweet it for world wide message. 
#KashmirNormalcy  #PeaceInKashm…"
19776,RT @roselxjackson: Looking to speak to people with friends or family in #Kashmir about the police targeting social media users. DMs are ope…
19777,RT @maam_khatam: Haneef can’t get over the trauma of not seeing his father before his demise. He just didn't have the money for the travel.…
19778,"RT @SaniaAhmad1111: 200 days of captivity. 
200 days of shame.

#Kashmir"
19779,"RT @pressfreedom: #Jammu and #Kashmir police question three journalists amid social media ban
https://t.co/VbAE1r04So"
19780,"RT @HusnynNaveed: LoC Update :

Clashes started between Pakistan Army and Indian Army about an hour ago in multiple sectors of Poonch Distr…"
19781,@HerNameIs_Bea's account has been withheld in India in response to a legal demand. Learn more.
19782,"RT @KASHMlRandME: #Kashmir journalist @ahmermkhan wins AFP's Kate Webb Prize.

He was named the winner of the 2019 Agence France-Presse Kat…"
19783,"LoC Update :

Clashes started between Pakistan Army and Indian Army about an hour ago in multiple sectors of Poonch… https://t.co/lWrAzQwYHz"
19784,Muzaffarabad Jeep Club Snow Cross 2020 promo #MJC #Snowcross #Muzaffarabad #Bagh #azadkashmir #Kashmir #4x4… https://t.co/BZhS9s5t1X
19785,"RT @AsimKhanTweets: Herath Mubarak !

Being an Indian Muslim Kashmiri, I want #KashmiriPandits to return back in their own homeland #Kashmi…"
19786,"RT @Sheh_Rug: #Kashmir: To whom it may concern.

Here you go, PM Imran Khan responded to the letter of baba Syed Ali Shah Geelani in Decemb…"
19787,"RT @KASHMlRandME: There was alot of criticism on @ImranKhanPTI and Pakistan for not responding to the letter of Syed Ali Geelani.
The lette…"
19788,"RT @SaqibAliHaidri: Prime Minister #AJK @farooq_pm is going to inaugurate this tulip garden tomorrow morning at 10 am.
#Kashmir"
19789,"RT @pressfreedom: #Jammu and #Kashmir police question three journalists amid social media ban
https://t.co/VbAE1r04So"
19790,"RT @Shannniiiiiii: According to josh and jazba of indian propagandists like @bababanaras Indian Army has captured AJK..
But in reality 11 i…"
19791,"RT @D3cryp_Tor: @torproject Hello Tor Project,Do You Really Exist For #Kashmiri's Who Are Striving For The #Internet_Freedom, Who Can't Acc…"
19792,"RT @CPJKashmir: Indian police open case against hundreds in #Kashmir for using VPN. This is arguably first such case in world

https://t.co…"
19793,"RT @KASHMlRandME: #Kashmir : 200 days of lock down, communication black out, oppression.

#India : 200 days of lies, deception, propoganda.…"
19794,"RT @ahmermkhan: THREAD:
This award comes at a time when my fellow journalists in #Kashmir have been harassed and stopped from performing th…"
19795,"RT @CPJKashmir: Indian police open case against hundreds in #Kashmir for using VPN. This is arguably first such case in world

https://t.co…"
19796,RT @ahmermkhan: I’d also like to give a portion of my prize money to a Kashmiri photojournalist who was forced to do manual labour due to c…
19797,"RT @SaniaAhmad1111: 200 days of captivity. 
200 days of shame.

#Kashmir"
19798,"RT @ahmermkhan: THREAD:
This award comes at a time when my fellow journalists in #Kashmir have been harassed and stopped from performing th…"
19799,"#Jammu and #Kashmir police question three journalists amid social media ban
https://t.co/VbAE1r04So"
19800,"RT @KASHMlRandME: There was alot of criticism on @ImranKhanPTI and Pakistan for not responding to the letter of Syed Ali Geelani.
The lette…"
19801,"RT @KASHMlRandME: There was alot of criticism on @ImranKhanPTI and Pakistan for not responding to the letter of Syed Ali Geelani.
The lette…"
19802,"RT @tkwmag: Woman dies due to negligence of doctors in south #Kashmir, alleges family
https://t.co/22NRPZEtsA"
19803,"RT @Hatf_VI: LOC Update:

Heavy shelling and firing is continuing between both Armies in Andrala Kuterhrra of Khuiratta Sector. Pakistan Ar…"
19804,"RT @MeghUpdates: #Breaking: In a Big Move , GOI has initiated Data collection of Agriculture Land , Houses ,shops and Assets of #Kashmiri p…"
19805,"RT @DrAMSinghvi: The deportation of Debbie Abrahams by India was indeed necessary, as she is not just an MP, but a Pak proxy known for her…"
19806,"INDIA NEEDS A MILLION
Kannan Gopinathans

IAS officer who resigned over Kashmir's ‘emergency’ — curbing people's ri… https://t.co/qTzTGFV9ln"
19807,"RT @ProtonVPN: #Kashmir just emerged from a 6 month Internet blackout. Now the Indian government is blocking social media, news sources, an…"
19808,"RT @CPJKashmir: Indian police open case against hundreds in #Kashmir for using VPN. This is arguably first such case in world

https://t.co…"
19809,"Prime Minister #AJK @farooq_pm is going to inaugurate this tulip garden tomorrow morning at 10 am.
#Kashmir https://t.co/qGMiIuUhb0"
19810,RT @roselxjackson: Looking to speak to people with friends or family in #Kashmir about the police targeting social media users. DMs are ope…
